m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_06--Kinnex16S_Rev_27.hifi_reads.fastq.gz	1.MD.5.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_35.hifi_reads.fastq.gz	1.MD.5.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_26.hifi_reads.fastq.gz	1.MD.6.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_34.hifi_reads.fastq.gz	1.MD.6.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_06--Kinnex16S_Rev_43.hifi_reads.fastq.gz	1.MD.6.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_09--Kinnex16S_Rev_22.hifi_reads.fastq.gz	1.MD.7.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_01--Kinnex16S_Rev_32.hifi_reads.fastq.gz	1.SWT.1.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_34.hifi_reads.fastq.gz	1.SWT.1.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_06--Kinnex16S_Rev_44.hifi_reads.fastq.gz	1.SWT.1.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_01--Kinnex16S_Rev_26.hifi_reads.fastq.gz	1.SWT.2.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_40.hifi_reads.fastq.gz	1.SWT.2.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_35.hifi_reads.fastq.gz	1.SWT.2.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_37.hifi_reads.fastq.gz	1.SWT.2.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_01--Kinnex16S_Rev_27.hifi_reads.fastq.gz	1.SWT.3.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_27.hifi_reads.fastq.gz	1.SWT.3.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_42.hifi_reads.fastq.gz	1.SWT.3.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_09--Kinnex16S_Rev_23.hifi_reads.fastq.gz	1.SWT.3.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_01--Kinnex16S_Rev_33.hifi_reads.fastq.gz	1.SWT.4.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_06--Kinnex16S_Rev_28.hifi_reads.fastq.gz	1.SWT.4.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_38.hifi_reads.fastq.gz	1.SWT.4.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_01--Kinnex16S_Rev_39.hifi_reads.fastq.gz	1.SWT.5.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_36.hifi_reads.fastq.gz	1.SWT.5.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_39.hifi_reads.fastq.gz	1.SWT.5.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_09--Kinnex16S_Rev_24.hifi_reads.fastq.gz	1.SWT.6.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_01--Kinnex16S_Rev_34.hifi_reads.fastq.gz	2.F.1.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_41.hifi_reads.fastq.gz	2.F.1.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_21.hifi_reads.fastq.gz	2.F.1.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_01--Kinnex16S_Rev_28.hifi_reads.fastq.gz	2.F.2.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_28.hifi_reads.fastq.gz	2.F.2.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_06--Kinnex16S_Rev_29.hifi_reads.fastq.gz	2.F.2.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_01--Kinnex16S_Rev_35.hifi_reads.fastq.gz	2.F.3.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_35.hifi_reads.fastq.gz	2.F.3.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_43.hifi_reads.fastq.gz	2.F.3.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_21.hifi_reads.fastq.gz	2.MD.1.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_36.hifi_reads.fastq.gz	2.MD.1.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_42.hifi_reads.fastq.gz	2.MD.2.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_21.hifi_reads.fastq.gz	2.MD.3.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_09--Kinnex16S_Rev_33.hifi_reads.fastq.gz	2.MD.4.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_09--Kinnex16S_Rev_34.hifi_reads.fastq.gz	2.SWT.2.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_09--Kinnex16S_Rev_35.hifi_reads.fastq.gz	2.SWT.3.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_38.hifi_reads.fastq.gz	3.F.1.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_43.hifi_reads.fastq.gz	3.F.1.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_22.hifi_reads.fastq.gz	3.F.1.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_36.hifi_reads.fastq.gz	3.F.1.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_23.hifi_reads.fastq.gz	3.F.2.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_22.hifi_reads.fastq.gz	3.F.2.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_06--Kinnex16S_Rev_30.hifi_reads.fastq.gz	3.F.2.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_40.hifi_reads.fastq.gz	3.F.2.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_01--Kinnex16S_Rev_36.hifi_reads.fastq.gz	3.F.3.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_29.hifi_reads.fastq.gz	3.F.3.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_44.hifi_reads.fastq.gz	3.F.3.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_09--Kinnex16S_Rev_25.hifi_reads.fastq.gz	3.F.3.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_23.hifi_reads.fastq.gz	3.F.4.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_29.hifi_reads.fastq.gz	3.F.4.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_29.hifi_reads.fastq.gz	3.MD.1.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_30.hifi_reads.fastq.gz	3.MD.1.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_37.hifi_reads.fastq.gz	3.MD.1.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_30.hifi_reads.fastq.gz	3.MD.1.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_24.hifi_reads.fastq.gz	3.MD.2.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_44.hifi_reads.fastq.gz	3.MD.2.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_24.hifi_reads.fastq.gz	3.MD.2.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_41.hifi_reads.fastq.gz	3.MD.2.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_25.hifi_reads.fastq.gz	3.MD.3.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_23.hifi_reads.fastq.gz	3.MD.3.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_06--Kinnex16S_Rev_31.hifi_reads.fastq.gz	3.MD.3.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_09--Kinnex16S_Rev_26.hifi_reads.fastq.gz	3.MD.3.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_30.hifi_reads.fastq.gz	3.MD.4.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_38.hifi_reads.fastq.gz	3.MD.4.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_31.hifi_reads.fastq.gz	3.MD.4.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_26.hifi_reads.fastq.gz	3.SWT.1.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_31.hifi_reads.fastq.gz	3.SWT.1.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_39.hifi_reads.fastq.gz	3.SWT.1.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_42.hifi_reads.fastq.gz	3.SWT.1.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_31.hifi_reads.fastq.gz	3.SWT.2.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_37.hifi_reads.fastq.gz	3.SWT.2.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_25.hifi_reads.fastq.gz	3.SWT.2.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_43.hifi_reads.fastq.gz	3.SWT.2.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_27.hifi_reads.fastq.gz	3.SWT.3.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_24.hifi_reads.fastq.gz	3.SWT.3.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_06--Kinnex16S_Rev_32.hifi_reads.fastq.gz	3.SWT.3.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_09--Kinnex16S_Rev_27.hifi_reads.fastq.gz	3.SWT.3.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_40.hifi_reads.fastq.gz	3.SWT.4.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_26.hifi_reads.fastq.gz	3.SWT.5.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_01--Kinnex16S_Rev_40.hifi_reads.fastq.gz	4.F.1.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_38.hifi_reads.fastq.gz	4.F.1.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_06--Kinnex16S_Rev_33.hifi_reads.fastq.gz	4.F.1.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_44.hifi_reads.fastq.gz	4.F.1.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_28.hifi_reads.fastq.gz	4.F.2.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_25.hifi_reads.fastq.gz	4.F.2.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_41.hifi_reads.fastq.gz	4.F.2.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_09--Kinnex16S_Rev_28.hifi_reads.fastq.gz	4.F.2.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_32.hifi_reads.fastq.gz	4.F.3.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_32.hifi_reads.fastq.gz	4.F.3.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_27.hifi_reads.fastq.gz	4.F.3.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_32.hifi_reads.fastq.gz	4.F.3.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_06--Kinnex16S_Rev_34.hifi_reads.fastq.gz	4.F.4.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_37.hifi_reads.fastq.gz	4.F.4.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_10--Kinnex16S_Rev_21.hifi_reads.fastq.gz	4.F.5.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_01--Kinnex16S_Rev_41.hifi_reads.fastq.gz	4.MD.1.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_33.hifi_reads.fastq.gz	4.MD.1.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_28.hifi_reads.fastq.gz	4.MD.1.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_38.hifi_reads.fastq.gz	4.MD.1.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_21.hifi_reads.fastq.gz	4.MD.2.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_39.hifi_reads.fastq.gz	4.MD.2.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_06--Kinnex16S_Rev_35.hifi_reads.fastq.gz	4.MD.2.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_10--Kinnex16S_Rev_22.hifi_reads.fastq.gz	4.MD.2.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_33.hifi_reads.fastq.gz	4.MD.3.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_26.hifi_reads.fastq.gz	4.MD.3.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_42.hifi_reads.fastq.gz	4.MD.3.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_33.hifi_reads.fastq.gz	4.MD.3.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_39.hifi_reads.fastq.gz	4.MD.4.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_22.hifi_reads.fastq.gz	4.SWT.1.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_06--Kinnex16S_Rev_36.hifi_reads.fastq.gz	4.SWT.1.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_09--Kinnex16S_Rev_36.hifi_reads.fastq.gz	4.SWT.1.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_34.hifi_reads.fastq.gz	4.SWT.2.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_34.hifi_reads.fastq.gz	4.SWT.2.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_43.hifi_reads.fastq.gz	4.SWT.2.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_40.hifi_reads.fastq.gz	4.SWT.3.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_21.hifi_reads.fastq.gz	4.SWT.3.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_29.hifi_reads.fastq.gz	4.SWT.4.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_10--Kinnex16S_Rev_37.hifi_reads.fastq.gz	4.SWT.4.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_23.hifi_reads.fastq.gz	5.F.1.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_41.hifi_reads.fastq.gz	5.F.1.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_34.hifi_reads.fastq.gz	5.F.1.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_24.hifi_reads.fastq.gz	5.F.2.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_27.hifi_reads.fastq.gz	5.F.2.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_44.hifi_reads.fastq.gz	5.F.2.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_40.hifi_reads.fastq.gz	5.F.2.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_02--Kinnex16S_Rev_35.hifi_reads.fastq.gz	5.F.3.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_35.hifi_reads.fastq.gz	5.F.3.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_22.hifi_reads.fastq.gz	5.F.3.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_10--Kinnex16S_Rev_23.hifi_reads.fastq.gz	5.F.3.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_01--Kinnex16S_Rev_42.hifi_reads.fastq.gz	5.F.4.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_42.hifi_reads.fastq.gz	5.F.4.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_07--Kinnex16S_Rev_30.hifi_reads.fastq.gz	5.F.4.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_35.hifi_reads.fastq.gz	5.F.4.D.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_25.hifi_reads.fastq.gz	5.F.5.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_05--Kinnex16S_Rev_28.hifi_reads.fastq.gz	5.F.7.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_26.hifi_reads.fastq.gz	5.MD.1.A.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_04--Kinnex16S_Rev_36.hifi_reads.fastq.gz	5.MD.1.B.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_08--Kinnex16S_Rev_23.hifi_reads.fastq.gz	5.MD.1.C.fastq.gz
m84177_250423_121042_s4.hifi_reads.Kinnex16S_Fwd_03--Kinnex16S_Rev_27.hifi_reads.fastq.gz	5.MD.2.A.fastq.gz
